city;city_ibge_code;confirmed;confirmed_per_100k_inhabitants;date;death_rate;deaths;estimated_population_2019;is_last;place_type;state
Sant'Ana do Livramento;4317103;4;5,19298;2020-03-27;;0,0;77027,0;True;city;RS
Santa Rosa;4317202;1;1,36511;2020-03-27;;0,0;73254,0;True;city;RS
Santiago;4317400;1;2,02327;2020-03-27;;0,0;49425,0;True;city;RS
Santo Antônio da Patrulha;4317608;1;2,33133;2020-03-27;;0,0;42894,0;True;city;RS
São Leopoldo;4318705;2;0,84447;2020-03-27;;0,0;236835,0;True;city;RS
Sapiranga;4319901;1;1,22348;2020-03-27;;0,0;81734,0;True;city;RS
Serafina Corrêa;4320404;3;17,1409;2020-03-27;;0,0;17502,0;True;city;RS
Taquara;4321204;1;1,74016;2020-03-27;;0,0;57466,0;True;city;RS
Torres;4321501;6;15,49107;2020-03-27;;0,0;38732,0;True;city;RS
Viamão;4323002;1;0,39181;2020-03-27;;0,0;255224,0;True;city;RS
;43;197;1,73153;2020-03-27;0,0102;2,0;11377239,0;True;state;RS
Antônio Carlos;4201208;1;11,74674;2020-03-27;;0,0;8513,0;False;city;SC
Balneário Arroio do Silva;4201950;1;7,65052;2020-03-27;;0,0;13071,0;False;city;SC
Balneário Camboriú;4202008;9;6,32489;2020-03-27;;0,0;142295,0;False;city;SC
Blumenau;4202404;12;3,35947;2020-03-27;;0,0;357199,0;False;city;SC
Braço do Norte;4202800;9;26,90583;2020-03-27;;0,0;33450,0;False;city;SC
Camboriú;4203204;4;4,81992;2020-03-27;;0,0;82989,0;False;city;SC
Canelinha;4203709;1;8,16993;2020-03-27;;0,0;12240,0;False;city;SC
Chapecó;4204202;4;1,81515;2020-03-27;;0,0;220367,0;False;city;SC
Criciúma;4204608;12;5,57657;2020-03-27;;0,0;215186,0;False;city;SC
Florianópolis;4205407;27;5,38951;2020-03-27;;0,0;500973,0;False;city;SC
Gaspar;4205902;1;1,43598;2020-03-27;;0,0;69639,0;False;city;SC
Gravatal;4206207;3;26,08469;2020-03-27;;0,0;11501,0;False;city;SC
Içara;4207007;1;1,77239;2020-03-27;;0,0;56421,0;False;city;SC
Imbituba;4207304;5;11,14753;2020-03-27;;0,0;44853,0;False;city;SC
Importados/Indefinidos;;8;;2020-03-27;;0,0;;False;city;SC
Itajaí;4208203;18;8,19911;2020-03-27;;0,0;219536,0;False;city;SC
Itapema;4208302;1;1,53111;2020-03-27;;0,0;65312,0;False;city;SC
Jaguaruna;4208807;2;9,98801;2020-03-27;;0,0;20024,0;False;city;SC
Jaraguá do Sul;4208906;2;1,12551;2020-03-27;;0,0;177697,0;False;city;SC
Joinville;4209102;8;1,35486;2020-03-27;;0,0;590466,0;False;city;SC
Lages;4209300;1;0,63474;2020-03-27;;0,0;157544,0;False;city;SC
Laguna;4209409;1;2,18274;2020-03-27;;0,0;45814,0;False;city;SC
Navegantes;4211306;3;3,68211;2020-03-27;;0,0;81475,0;False;city;SC
Pomerode;4213203;1;2,9898;2020-03-27;;0,0;33447,0;False;city;SC
Porto Belo;4213500;3;14,02656;2020-03-27;;0,0;21388,0;False;city;SC
Rancho Queimado;4214300;2;69,4927;2020-03-27;;0,0;2878,0;False;city;SC
São José;4216602;8;3,2443;2020-03-27;0,125;1,0;246586,0;False;city;SC
São Lourenço do Oeste;4216909;1;4,15351;2020-03-27;;0,0;24076,0;False;city;SC
São Ludgero;4217006;1;7,45712;2020-03-27;;0,0;13410,0;False;city;SC
São Pedro de Alcântara;4217253;1;17,17328;2020-03-27;;0,0;5823,0;False;city;SC
Siderópolis;4217600;2;14,27857;2020-03-27;;0,0;14007,0;False;city;SC
Tijucas;4218004;1;2,60369;2020-03-27;;0,0;38407,0;False;city;SC
Timbé do Sul;4218103;1;18,69858;2020-03-27;;0,0;5348,0;False;city;SC
Tubarão;4218707;8;7,56959;2020-03-27;;0,0;105686,0;False;city;SC
;42;163;2,27501;2020-03-27;0,0061;1,0;7164788,0;False;state;SC
Aracaju;2800308;13;1,97865;2020-03-27;;0,0;657013,0;True;city;SE
Nossa Senhora da Glória;2804508;1;2,70827;2020-03-27;;0,0;36924,0;True;city;SE
Propriá;2805703;2;6,75083;2020-03-27;;0,0;29626,0;True;city;SE
;28;16;0,69605;2020-03-27;;0,0;2298696,0;True;state;SE
Arujá;3503901;1;1,11329;2020-03-27;;0,0;89824,0;True;city;SP
Barueri;3505708;3;1,09416;2020-03-27;;0,0;274182,0;True;city;SP
Caieiras;3509007;2;1,97103;2020-03-27;;0,0;101470,0;True;city;SP
Campinas;3509502;5;0,41526;2020-03-27;;0,0;1204073,0;True;city;SP
Carapicuíba;3510609;2;0,49884;2020-03-27;;0,0;400927,0;True;city;SP
Cotia;3513009;6;2,40761;2020-03-27;;0,0;249210,0;True;city;SP
Diadema;3513801;1;0,23591;2020-03-27;;0,0;423884,0;True;city;SP
Embu das Artes;3515004;1;0,36533;2020-03-27;;0,0;273726,0;True;city;SP
Ferraz de Vasconcelos;3515707;2;1,02946;2020-03-27;;0,0;194276,0;True;city;SP
Guarulhos;3518800;13;0,94259;2020-03-27;0,1538;2,0;1379182,0;True;city;SP
Hortolândia;3519071;1;0,43318;2020-03-27;;0,0;230851,0;True;city;SP
Importados/Indefinidos;;44;;2020-03-27;0,0227;1,0;;True;city;SP
Iracemápolis;3521408;1;4,12626;2020-03-27;;0,0;24235,0;True;city;SP
Jaguariúna;3524709;1;1,73949;2020-03-27;;0,0;57488,0;True;city;SP
Jundiaí;3525904;3;0,71606;2020-03-27;;0,0;418962,0;True;city;SP
Louveira;3527306;1;2,04562;2020-03-27;;0,0;48885,0;True;city;SP
Mairiporã;3528502;2;1,99643;2020-03-27;;0,0;100179,0;True;city;SP
Mauá;3529401;2;0,42291;2020-03-27;;0,0;472912,0;True;city;SP
Mogi das Cruzes;3530607;8;1,79436;2020-03-27;;0,0;445842,0;True;city;SP
Osasco;3534401;4;0,57272;2020-03-27;;0,0;698418,0;True;city;SP
Poá;3539806;1;0,85141;2020-03-27;;0,0;117452,0;True;city;SP
Ribeirão Pires;3543303;1;0,81042;2020-03-27;;0,0;123393,0;True;city;SP
Ribeirão Preto;3543402;3;0,42656;2020-03-27;0,3333;1,0;703293,0;True;city;SP
Rio Claro;3543907;1;0,48444;2020-03-27;;0,0;206424,0;True;city;SP
Santana de Parnaíba;3547304;6;4,30271;2020-03-27;;0,0;139447,0;True;city;SP
Santo André;3547809;17;2,36514;2020-03-27;;0,0;718773,0;True;city;SP
São Bernardo do Campo;3548708;15;1,78798;2020-03-27;;0,0;838936,0;True;city;SP
São Caetano do Sul;3548807;16;9,93006;2020-03-27;;0,0;161127,0;True;city;SP
São José do Rio Preto;3549805;1;0,21707;2020-03-27;;0,0;460671,0;True;city;SP
São José dos Campos;3549904;4;0,55406;2020-03-27;;0,0;721944,0;True;city;SP
São Paulo;3550308;1044;8,52104;2020-03-27;0,0594;62,0;12252023,0;True;city;SP
São Sebastião;3550704;2;2,2477;2020-03-27;;0,0;88980,0;True;city;SP
Sorocaba;3552205;1;0,14719;2020-03-27;;0,0;679378,0;True;city;SP
Suzano;3552502;1;0,33598;2020-03-27;;0,0;297637,0;True;city;SP
Taboão da Serra;3552809;2;0,69046;2020-03-27;0,5;1,0;289664,0;True;city;SP
Tatuí;3554003;1;0,82125;2020-03-27;;0,0;121766,0;True;city;SP
Taubaté;3554102;1;0,31754;2020-03-27;;0,0;314924,0;True;city;SP
Valinhos;3556206;1;0,77404;2020-03-27;;0,0;129193,0;True;city;SP
Vargem Grande Paulista;3556453;2;3,8025;2020-03-27;0,5;1,0;52597,0;True;city;SP
;35;1223;2,66338;2020-03-27;0,0556;68,0;45919049,0;True;state;SP
Araguaína;1702109;1;0,55411;2020-03-27;;0,0;180470,0;True;city;TO
Palmas;1721000;8;2,67445;2020-03-27;;0,0;299127,0;True;city;TO
;17;9;0,5722;2020-03-27;;0,0;1572866,0;True;state;TO
Rio Branco;1200401;23;5,64668;2020-03-26;;0,0;407319,0;False;city;AC
;12;23;2,6079;2020-03-26;;0,0;881935,0;False;state;AC
Maceió;2704302;10;0,9814;2020-03-26;;0,0;1018948,0;False;city;AL
Porto Real do Colégio;2707503;1;4,98355;2020-03-26;;0,0;20066,0;False;city;AL
;27;11;0,3296;2020-03-26;;0,0;3337357,0;False;state;AL
Boca do Acre;1300706;1;2,91477;2020-03-26;;;34308,0;False;city;AM
Manaus;1302603;63;2,88625;2020-03-26;;;2182763,0;False;city;AM
Parintins;1303403;2;1,75019;2020-03-26;0,5;1,0;114273,0;False;city;AM
Santo Antônio do Içá;1303700;1;4,6292;2020-03-26;;;21602,0;False;city;AM
;13;67;1,61656;2020-03-26;0,0149;1,0;4144597,0;False;state;AM
Macapá;1600303;2;0,39736;2020-03-26;;0,0;503327,0;False;city;AP
;16;2;0,23648;2020-03-26;;0,0;845731,0;False;state;AP
Alagoinhas;2900702;1;0,65965;2020-03-26;;0,0;151596,0;False;city;BA
Barreiras;2903201;1;0,64334;2020-03-26;;0,0;155439,0;False;city;BA
Brumado;2904605;1;1,48821;2020-03-26;;0,0;67195,0;False;city;BA
Camaçari;2905701;1;0,3343;2020-03-26;;0,0;299132,0;False;city;BA
Canarana;2906204;1;3,82029;2020-03-26;;0,0;26176,0;False;city;BA
Conceição do Jacuípe;2908507;1;3,01632;2020-03-26;;0,0;33153,0;False;city;BA
Conde;2908606;1;3,87042;2020-03-26;;0,0;25837,0;False;city;BA
Feira de Santana;2910800;9;1,46372;2020-03-26;;0,0;614872,0;False;city;BA
Ilhéus;2913606;1;0,61604;2020-03-26;;0,0;162327,0;False;city;BA
Importados/Indefinidos;;7;;2020-03-26;;0,0;;False;city;BA
Itabuna;2914802;2;0,93799;2020-03-26;;0,0;213223,0;False;city;BA
Jequié;2918001;1;0,64117;2020-03-26;;0,0;155966,0;False;city;BA
Juazeiro;2918407;2;0,92291;2020-03-26;;0,0;216707,0;False;city;BA
Lauro de Freitas;2919207;5;2,51965;2020-03-26;;0,0;198440,0;False;city;BA
Porto Seguro;2925303;10;6,72558;2020-03-26;;0,0;148686,0;False;city;BA
Prado;2925501;2;7,09874;2020-03-26;;0,0;28174,0;False;city;BA
Salvador;2927408;60;2,08888;2020-03-26;;0,0;2872347,0;False;city;BA
São Domingos;2928950;1;11,03996;2020-03-26;;0,0;9058,0;False;city;BA
Teixeira de Freitas;2931350;1;0,6231;2020-03-26;;0,0;160487,0;False;city;BA
;29;108;0,72614;2020-03-26;;0,0;14873064,0;False;state;BA
Aquiraz;2301000;6;7,47468;2020-03-26;;0,0;80271,0;False;city;CE
Fortaleza;2304400;224;8,39158;2020-03-26;0,0134;3,0;2669342,0;False;city;CE
Fortim;2304459;1;6,06796;2020-03-26;;0,0;16480,0;False;city;CE
Importados/Indefinidos;;0;;2020-03-26;;0,0;;False;city;CE
Juazeiro do Norte;2307304;1;0,36469;2020-03-26;;0,0;274207,0;False;city;CE
Mauriti;2308104;1;2,08498;2020-03-26;;0,0;47962,0;False;city;CE
Sobral;2312908;4;1,91447;2020-03-26;;0,0;208935,0;False;city;CE
;23;237;2,59525;2020-03-26;0,0127;3,0;9132078,0;False;state;CE
Brasília;5300108;203;6,7324;2020-03-26;;0,0;3015268,0;False;city;DF
;53;203;6,7324;2020-03-26;;0,0;3015268,0;False;state;DF
Cachoeiro de Itapemirim;3201209;1;0,47853;2020-03-26;;0,0;208972,0;False;city;ES
Cariacica;3201308;1;0,26227;2020-03-26;;0,0;381285,0;False;city;ES
Castelo;3201407;1;2,66425;2020-03-26;;0,0;37534,0;False;city;ES
Importados/Indefinidos;;1;;2020-03-26;;0,0;;False;city;ES
Linhares;3203205;3;1,72856;2020-03-26;;0,0;173555,0;False;city;ES
Santa Teresa;3204609;1;4,23908;2020-03-26;;0,0;23590,0;False;city;ES
Serra;3205002;3;0,5797;2020-03-26;;0,0;517510,0;False;city;ES
Vila Velha;3205200;20;4,04991;2020-03-26;;0,0;493838,0;False;city;ES
Vitória;3205309;17;4,69487;2020-03-26;;0,0;362097,0;False;city;ES
;32;48;1,19443;2020-03-26;;0,0;4018650,0;False;state;ES
Anápolis;5201108;3;0,77535;2020-03-26;;0,0;386923,0;False;city;GO
Aparecida de Goiânia;5201405;2;0,34591;2020-03-26;;0,0;578179,0;False;city;GO
Catalão;5205109;1;0,91892;2020-03-26;;0,0;108823,0;False;city;GO
Goiânia;5208707;21;1,38512;2020-03-26;;0,0;1516113,0;False;city;GO
Importados/Indefinidos;;0;;2020-03-26;;0,0;;False;city;GO
Jataí;5211909;1;0,99126;2020-03-26;;0,0;100882,0;False;city;GO
Luziânia;5212501;1;0,48008;2020-03-26;1,0;1,0;208299,0;False;city;GO
Rio Verde;5218805;6;2,54618;2020-03-26;;0,0;235647,0;False;city;GO
Silvânia;5220603;1;4,83209;2020-03-26;;0,0;20695,0;False;city;GO
Valparaíso de Goiás;5221858;2;1,18717;2020-03-26;;0,0;168468,0;False;city;GO
;52;38;0,54144;2020-03-26;0,0263;1,0;7018354,0;False;state;GO
São Luís;2111300;10;0,90754;2020-03-26;;0,0;1101884,0;False;city;MA
;21;10;0,14134;2020-03-26;;0,0;7075181,0;False;state;MA
Belo Horizonte;3106200;96;3,82155;2020-03-26;;0,0;2512070,0;False;city;MG
Betim;3106705;3;0,68284;2020-03-26;;0,0;439340,0;False;city;MG
Boa Esperança;3107109;1;2,49209;2020-03-26;;0,0;40127,0;False;city;MG
Bom Despacho;3107406;1;1,97609;2020-03-26;;0,0;50605,0;False;city;MG
Campos Altos;3111507;1;6,46789;2020-03-26;;0,0;15461,0;False;city;MG
Contagem;3118601;2;0,30127;2020-03-26;;0,0;663855,0;False;city;MG
Coronel Fabriciano;3119401;1;0,91029;2020-03-26;;0,0;109855,0;False;city;MG
Divinópolis;3122306;2;0,83952;2020-03-26;;0,0;238230,0;False;city;MG
Governador Valadares;3127701;1;0,35729;2020-03-26;;0,0;279885,0;False;city;MG
Importados/Indefinidos;;5;;2020-03-26;;0,0;;False;city;MG
Ipatinga;3131307;1;0,37964;2020-03-26;;0,0;263410,0;False;city;MG
Juiz de Fora;3136702;8;1,40629;2020-03-26;;0,0;568873,0;False;city;MG
Lagoa da Prata;3137205;2;3,83399;2020-03-26;;0,0;52165,0;False;city;MG
Mariana;3140001;2;3,29359;2020-03-26;;0,0;60724,0;False;city;MG
Nova Lima;3144805;11;11,59249;2020-03-26;;0,0;94889,0;False;city;MG
Patrocínio;3148103;1;1,10184;2020-03-26;;0,0;90757,0;False;city;MG
Poços de Caldas;3151800;1;0,59738;2020-03-26;;0,0;167397,0;False;city;MG
São João del Rei;3162500;1;1,1101;2020-03-26;;0,0;90082,0;False;city;MG
Sete Lagoas;3167202;2;0,83459;2020-03-26;;0,0;239639,0;False;city;MG
Timóteo;3168705;1;1,11307;2020-03-26;;0,0;89842,0;False;city;MG
Uberaba;3170107;3;0,89879;2020-03-26;;0,0;333783,0;False;city;MG
Uberlândia;3170206;7;1,01258;2020-03-26;;0,0;691305,0;False;city;MG
;31;153;0,72276;2020-03-26;;0,0;21168791,0;False;state;MG
Campo Grande;5002704;23;2,56702;2020-03-26;;0,0;895982,0;False;city;MS
Ponta Porã;5006606;1;1,08078;2020-03-26;;0,0;92526,0;False;city;MS
Sidrolândia;5007901;1;1,73415;2020-03-26;;0,0;57665,0;False;city;MS
;50;25;0,89961;2020-03-26;;0,0;2778986,0;False;state;MS
Cuiabá;5103403;8;1,30602;2020-03-26;;0,0;612547,0;False;city;MT
Nova Monte Verde;5108956;1;10,89562;2020-03-26;;0,0;9178,0;False;city;MT
Várzea Grande;5108402;2;0,70183;2020-03-26;;0,0;284971,0;False;city;MT
;51;11;0,31569;2020-03-26;;0,0;3484466,0;False;state;MT
Ananindeua;1500800;4;0,75387;2020-03-26;;0,0;530598,0;False;city;PA
Belém;1501402;6;0,40194;2020-03-26;;0,0;1492745,0;False;city;PA
Castanhal;1502400;1;0,49803;2020-03-26;;0,0;200793,0;False;city;PA
Itaituba;1503606;1;0,98768;2020-03-26;;0,0;101247,0;False;city;PA
Marabá;1504208;1;0,35798;2020-03-26;;0,0;279349,0;False;city;PA
;15;13;0,15111;2020-03-26;;0,0;8602865,0;False;state;PA
Igaracy;2502607;1;16,34788;2020-03-26;;0,0;6117,0;False;city;PB
João Pessoa;2507507;5;0,61804;2020-03-26;;0,0;809015,0;False;city;PB
;25;6;0,14932;2020-03-26;;0,0;4018127,0;False;state;PB
Belo Jardim;2601706;1;1,30823;2020-03-26;;0,0;76439,0;False;city;PE
Caruaru;2604106;1;0,27692;2020-03-26;;0,0;361118,0;False;city;PE
Importados/Indefinidos;;5;;2020-03-26;0,2;1,0;;False;city;PE
Jaboatão dos Guararapes;2607901;3;0,42717;2020-03-26;;0,0;702298,0;False;city;PE
Olinda;2609600;3;0,76437;2020-03-26;;0,0;392482,0;False;city;PE
Petrolina;2611101;2;0,57283;2020-03-26;;0,0;349145,0;False;city;PE
Recife;2611606;33;2,00519;2020-03-26;0,0606;2,0;1645727,0;False;city;PE
;26;48;0,50225;2020-03-26;0,0625;3,0;9557071,0;False;state;PE
Teresina;2211001;9;1,04065;2020-03-26;;0,0;864845,0;False;city;PI
;22;10;0,30551;2020-03-26;0,1;1,0;3273227,0;False;state;PI
Campo Largo;4104204;1;0,75756;2020-03-26;;0,0;132002,0;False;city;PR
Campo Mourão;4104303;1;1,0542;2020-03-26;;0,0;94859,0;False;city;PR
Cascavel;4104808;2;0,60891;2020-03-26;;0,0;328454,0;False;city;PR
Cianorte;4105508;6;7,26216;2020-03-26;;0,0;82620,0;False;city;PR
Colombo;4105805;2;0,82059;2020-03-26;;0,0;243726,0;False;city;PR
Curitiba;4106902;66;3,4142;2020-03-26;;0,0;1933105,0;False;city;PR
Faxinal;4107603;1;5,79677;2020-03-26;;0,0;17251,0;False;city;PR
Foz do Iguaçu;4108304;5;1,934;2020-03-26;;0,0;258532,0;False;city;PR
Guaíra;4108809;1;3,01941;2020-03-26;;0,0;33119,0;False;city;PR
Importados/Indefinidos;;4;;2020-03-26;;0,0;;False;city;PR
Londrina;4113700;3;0,52656;2020-03-26;;0,0;569733,0;False;city;PR
Maringá;4115200;3;0,7081;2020-03-26;;0,0;423666,0;False;city;PR
Paranavaí;4118402;1;1,13155;2020-03-26;;0,0;88374,0;False;city;PR
Pato Branco;4118501;2;2,4131;2020-03-26;;0,0;82881,0;False;city;PR
Pinhais;4119152;3;2,27003;2020-03-26;;0,0;132157,0;False;city;PR
Ponta Grossa;4119905;3;0,85291;2020-03-26;;0,0;351736,0;False;city;PR
Telêmaco Borba;4127106;1;1,26624;2020-03-26;;0,0;78974,0;False;city;PR
Umuarama;4128104;1;0,8964;2020-03-26;;0,0;111557,0;False;city;PR
;41;106;0,92706;2020-03-26;;0,0;11433957,0;False;state;PR
Barra Mansa;3300407;1;0,54226;2020-03-26;;0,0;184412,0;False;city;RJ
Belford Roxo;3300456;1;0,19573;2020-03-26;;0,0;510906,0;False;city;RJ
Campos dos Goytacazes;3301009;1;0,19703;2020-03-26;;0,0;507548,0;False;city;RJ
Duque de Caxias;3301702;2;0,21749;2020-03-26;;0,0;919596,0;False;city;RJ
Guapimirim;3301850;1;1,65243;2020-03-26;;0,0;60517,0;False;city;RJ
Importados/Indefinidos;;0;;2020-03-26;;0,0;;False;city;RJ
Miguel Pereira;3302908;1;3,91573;2020-03-26;1,0;1,0;25538,0;False;city;RJ
Niterói;3303302;31;6,03601;2020-03-26;0,0323;1,0;513584,0;False;city;RJ
Petrópolis;3303906;3;0,97978;2020-03-26;0,3333;1,0;306191,0;False;city;RJ
Resende;3304201;1;0,76138;2020-03-26;;0,0;131341,0;False;city;RJ
Rio de Janeiro;3304557;368;5,47708;2020-03-26;0,0163;6,0;6718903,0;False;city;RJ
São Gonçalo;3304904;3;0,27654;2020-03-26;;0,0;1084839,0;False;city;RJ
Valença;3306107;1;1,3068;2020-03-26;;0,0;76523,0;False;city;RJ
Volta Redonda;3306305;7;2,56399;2020-03-26;;0,0;273012,0;False;city;RJ
;33;421;2,43847;2020-03-26;0,0214;9,0;17264943,0;False;state;RJ
Mossoró;2408003;2;0,67254;2020-03-26;;0,0;297378,0;False;city;RN
Natal;2408102;13;1,47039;2020-03-26;;0,0;884122,0;False;city;RN
Parnamirim;2403251;4;1,52982;2020-03-26;;0,0;261469,0;False;city;RN
;24;19;0,5418;2020-03-26;;0,0;3506853,0;False;state;RN
Ji-Paraná;1100122;1;0,77538;2020-03-26;;0,0;128969,0;False;city;RO
Porto Velho;1100205;5;0,94421;2020-03-26;;0,0;529544,0;False;city;RO
;11;6;0,3376;2020-03-26;;0,0;1777225,0;False;state;RO
Boa Vista;1400100;9;2,25444;2020-03-26;;0,0;399213,0;False;city;RR
Bonfim;1400159;1;8,05867;2020-03-26;;0,0;12409,0;False;city;RR
;14;10;1,65082;2020-03-26;;0,0;605761,0;False;state;RR
Alvorada;4300604;2;0,951;2020-03-26;;0,0;210305,0;False;city;RS
Anta Gorda;4300703;2;33,43922;2020-03-26;;0,0;5981,0;False;city;RS
Bagé;4301602;9;7,42924;2020-03-26;;0,0;121143,0;False;city;RS
Bento Gonçalves;4302105;2;1,66038;2020-03-26;;0,0;120454,0;False;city;RS
Campo Bom;4303905;2;2,99796;2020-03-26;;0,0;66712,0;False;city;RS
Canoas;4304606;7;2,01953;2020-03-26;;0,0;346616,0;False;city;RS
Capão da Canoa;4304630;2;3,7701;2020-03-26;;0,0;53049,0;False;city;RS
Carlos Barbosa;4304804;1;3,35199;2020-03-26;;0,0;29833,0;False;city;RS
Caxias do Sul;4305108;6;1,17438;2020-03-26;;0,0;510906,0;False;city;RS
Cerro Grande do Sul;4305173;1;8,1706;2020-03-26;;0,0;12239,0;False;city;RS
Charqueadas;4305355;1;2,45164;2020-03-26;;0,0;40789,0;False;city;RS
Cruzeiro do Sul;4306205;1;8,09848;2020-03-26;;0,0;12348,0;False;city;RS
Dois Irmãos;4306403;1;3,06082;2020-03-26;;0,0;32671,0;False;city;RS
Dom Pedrito;4306601;1;2,60004;2020-03-26;;0,0;38461,0;False;city;RS
Eldorado do Sul;4306767;1;2,42219;2020-03-26;;0,0;41285,0;False;city;RS
Erechim;4307005;3;2,83388;2020-03-26;;0,0;105862,0;False;city;RS
Estância Velha;4307609;2;3,99824;2020-03-26;;0,0;50022,0;False;city;RS
Estrela;4307807;1;2,93118;2020-03-26;;0,0;34116,0;False;city;RS
Farroupilha;4307906;1;1,38253;2020-03-26;;0,0;72331,0;False;city;RS
Garibaldi;4308607;1;2,85144;2020-03-26;;0,0;35070,0;False;city;RS
Gravataí;4309209;1;0,35522;2020-03-26;;0,0;281519,0;False;city;RS
Ivoti;4310801;2;8,23282;2020-03-26;;0,0;24293,0;False;city;RS
Lajeado;4311403;5;5,95139;2020-03-26;;0,0;84014,0;False;city;RS
Marau;4311809;1;2,26444;2020-03-26;;0,0;44161,0;False;city;RS
Nova Palma;4313102;1;15,35627;2020-03-26;;0,0;6512,0;False;city;RS
Osório;4313508;1;2,1742;2020-03-26;;0,0;45994,0;False;city;RS
Paraí;4314001;1;13,05995;2020-03-26;;0,0;7657,0;False;city;RS
Passo Fundo;4314100;1;0,49194;2020-03-26;;0,0;203275,0;False;city;RS
Pelotas;4314407;2;0,5841;2020-03-26;;0,0;342405,0;False;city;RS
Piratini;4314605;1;4,83957;2020-03-26;;0,0;20663,0;False;city;RS
Porto Alegre;4314902;103;6,94177;2020-03-26;0,0097;1,0;1483771,0;False;city;RS
Rio Grande;4315602;2;0,94784;2020-03-26;;0,0;211005,0;False;city;RS
Rolante;4316006;1;4,68406;2020-03-26;;0,0;21349,0;False;city;RS
Santa Maria;4316907;2;0,70891;2020-03-26;;0,0;282123,0;False;city;RS
Sant'Ana do Livramento;4317103;4;5,19298;2020-03-26;;0,0;77027,0;False;city;RS
Santiago;4317400;1;2,02327;2020-03-26;;0,0;49425,0;False;city;RS
Santo Antônio da Patrulha;4317608;1;2,33133;2020-03-26;;0,0;42894,0;False;city;RS
São Leopoldo;4318705;1;0,42223;2020-03-26;;0,0;236835,0;False;city;RS
Sapiranga;4319901;1;1,22348;2020-03-26;;0,0;81734,0;False;city;RS
Serafina Corrêa;4320404;3;17,1409;2020-03-26;;0,0;17502,0;False;city;RS
Taquara;4321204;1;1,74016;2020-03-26;;0,0;57466,0;False;city;RS
Torres;4321501;6;15,49107;2020-03-26;;0,0;38732,0;False;city;RS
Viamão;4323002;1;0,39181;2020-03-26;;0,0;255224,0;False;city;RS
;43;190;1,67;2020-03-26;0,0053;1,0;11377239,0;False;state;RS
Balneário Arroio do Silva;4201950;1;7,65052;2020-03-26;;0,0;13071,0;False;city;SC
Balneário Camboriú;4202008;8;5,62212;2020-03-26;;0,0;142295,0;False;city;SC
Blumenau;4202404;12;3,35947;2020-03-26;;0,0;357199,0;False;city;SC
Braço do Norte;4202800;9;26,90583;2020-03-26;;0,0;33450,0;False;city;SC
Camboriú;4203204;4;4,81992;2020-03-26;;0,0;82989,0;False;city;SC
Canelinha;4203709;1;8,16993;2020-03-26;;0,0;12240,0;False;city;SC
Chapecó;4204202;4;1,81515;2020-03-26;;0,0;220367,0;False;city;SC
Criciúma;4204608;12;5,57657;2020-03-26;;0,0;215186,0;False;city;SC
Florianópolis;4205407;20;3,99223;2020-03-26;;0,0;500973,0;False;city;SC
Gaspar;4205902;1;1,43598;2020-03-26;;0,0;69639,0;False;city;SC
Gravatal;4206207;3;26,08469;2020-03-26;;0,0;11501,0;False;city;SC
Içara;4207007;1;1,77239;2020-03-26;;0,0;56421,0;False;city;SC
Imbituba;4207304;5;11,14753;2020-03-26;;0,0;44853,0;False;city;SC
Importados/Indefinidos;;8;;2020-03-26;;0,0;;False;city;SC
Itajaí;4208203;16;7,2881;2020-03-26;;0,0;219536,0;False;city;SC
Itapema;4208302;1;1,53111;2020-03-26;;0,0;65312,0;False;city;SC
Jaguaruna;4208807;2;9,98801;2020-03-26;;0,0;20024,0;False;city;SC
Jaraguá do Sul;4208906;2;1,12551;2020-03-26;;0,0;177697,0;False;city;SC
Joinville;4209102;7;1,1855;2020-03-26;;0,0;590466,0;False;city;SC
Lages;4209300;1;0,63474;2020-03-26;;0,0;157544,0;False;city;SC
Laguna;4209409;0;;2020-03-26;;0,0;45814,0;False;city;SC
Navegantes;4211306;3;3,68211;2020-03-26;;0,0;81475,0;False;city;SC
Pomerode;4213203;1;2,9898;2020-03-26;;0,0;33447,0;False;city;SC
Porto Belo;4213500;3;14,02656;2020-03-26;;0,0;21388,0;False;city;SC
Rancho Queimado;4214300;2;69,4927;2020-03-26;;0,0;2878,0;False;city;SC
São José;4216602;8;3,2443;2020-03-26;0,125;1,0;246586,0;False;city;SC
São Ludgero;4217006;1;7,45712;2020-03-26;;0,0;13410,0;False;city;SC
São Pedro de Alcântara;4217253;1;17,17328;2020-03-26;;0,0;5823,0;False;city;SC
Siderópolis;4217600;2;14,27857;2020-03-26;;0,0;14007,0;False;city;SC
Tijucas;4218004;1;2,60369;2020-03-26;;0,0;38407,0;False;city;SC
Timbé do Sul;4218103;1;18,69858;2020-03-26;;0,0;5348,0;False;city;SC
Tubarão;4218707;8;7,56959;2020-03-26;;0,0;105686,0;False;city;SC
;42;149;2,07961;2020-03-26;0,0067;1,0;7164788,0;False;state;SC
Arujá;3503901;1;1,11329;2020-03-26;;0,0;89824,0;False;city;SP
Barueri;3505708;3;1,09416;2020-03-26;;0,0;274182,0;False;city;SP
Caieiras;3509007;2;1,97103;2020-03-26;;0,0;101470,0;False;city;SP
Campinas;3509502;4;0,33221;2020-03-26;;0,0;1204073,0;False;city;SP
Carapicuíba;3510609;2;0,49884;2020-03-26;;0,0;400927,0;False;city;SP
